id	tweet	level 1	level2	level3	source
136782919967571968	@palazzochigi Professor Monti, c'è una certa attesa per la lista #ministri. Senza fretta, però tenga conto della nostra ansia..	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
136788057692192769	Governo monti: saranno famosi!	VRAI	IMPLICIT	OTHER	Sentipolc14
136788210922692608	nominato il nuovo gorverno dal Premier Mario Monti tutto ok c'è della PASSERA anche in questo, heheheheheheheheheheheh	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
136794139089059841	Passera nel governo Monti? E dov'è la novità? Nel governo nanico di passera ce n'era a quintali!	VRAI	EXPLICIT	ANALOGY	Sentipolc14
136794334027710465	Rifondazione comunista non appoggia il governo Monti. Esistono ancora? O rly?	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
136796437357928449	È nato il governo Monti: Passera super-ministro, Il dopo Berlusconi ha sempre la solita costante	VRAI	IMPLICIT	OTHER	Sentipolc14
136810270692610048	Ma adesso andrà di moda essere della Lega, visto l'aria di buonismo e trasversalità che c'è intorno al governo Monti ?	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
136837287320367105	Governo Monti/Passera, un compromesso con Il partito della Gnocca di Silvio Berlusconi?	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
136841491850076162	E' davvero scandaloso che nel nuovo governo Monti non ci sia nemmeno una mignotta o qualche indagato per mafia! #ministri #monti #colle	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
136842534377897984	la lega non approva il governo #Monti. e sti cazzi!	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
136843969211547648	Pure Passera si può definire un membro del governo? #monti	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
136859329172213761	Il Governo Monti di fatto conferma la linea del Governo Berlusconi: La Passera è sempre la cosa più importante...	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
136865293204070401	Ma che altro vuole lo #Spread? Gli abbiamo tolto #Berlusconi, gli abbiamo dato il governo #Monti, ora potrebbe anche lasciarci vivere!	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
136881218661793792	Il vecchio governo paragonato al governo #monti sembra il cast di un film di lino banfi e Renzo montagnani rispetto ad uno di scorsese	VRAI	EXPLICIT	ANALOGY	Sentipolc14
136893857127342080	formato il nuovo governo Monti. Che Dio ce la mandi tecnicamente buona.	VRAI	EXPLICIT	OTHER	Sentipolc14
136894083212918784	#Governo #Monti: il divino Otelma #ministro dell' #Economia	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
136922394551001088	Mario Monti ha già fatto un miracolo: gli indignati della Sapienza alleati con Sallusti nellla denuncia del complotto tecno massonico.	VRAI	IMPLICIT	HYPERBOLE	Sentipolc14
136943278548451329	i MINISTRI DEL GOVERNO MONTI: SONO GIOVANI, MA SI FARANNO?	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
136951776682315777	desidero esprimere tutto il mio sostegno al governo Monti Python	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
137046873847508992	Il Governo Monti parte....c'è larga BANCA INTESA. http://t.co/x0u6nt7b	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
137076580949295104	Nuovo governo monti: dal bunga bunga al banca banca ...	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
137087234473078785	Nessuno dei #ministri del governo #monti é del sud Italia e la #lega nn voterà la fiducia... #soncose	VRAI	IMPLICIT	OTHER	Sentipolc14
137175546764337153	@EdoardoCamurri Avrai apprezzato il titolo di Agorà di questa mattina. Governo Monti: dieci e loden.	VRAI	IMPLICIT	ANALOGY	Sentipolc14
137496253406777345	La destinazione delle vacanze e' il solo problema che non riuscira' a risolvere l'ottimo concergie Mario Monti.	VRAI	IMPLICIT	ANALOGY	Sentipolc14
137526135025184768	Berlusca ha problemi di doppia personalità: ha appena smentito (in viva voce) di potere/volere staccare la spina al Governo #Monti .	VRAI	IMPLICIT	ANALOGY	Sentipolc14
138013806193410049	Bersani: «Governo Monti punti al cuore degli italiani». Il fegato se lo sono rovinati col governo Berlusconi.	VRAI	EXPLICIT	ANALOGY	Sentipolc14
138515518389891072	Il governo Monti? Sobro ma affamato E' già rissa per le poltrone di seconda fila http://t.co/mezFGQNn #ilG	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
139186822424182784	Mario Monti regalaci un sogno un Italia normale cornetto e caffè al Bar Dello Sport Grazie... http://t.co/JHwZ11QJ	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
139675345069678592	@Microsatira: Mario Monti e Sara Tommasi sono usciti entrambi dalla Bocconi. Lui a testa alta, lei a 90 !	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
140065866413899776	Bossi: «Il governo Monti fa schifo, sono improvvisati». Il trota invece, e Calderoli, mirabili statisti.	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
141216991934562305	Limone nell'ano per lui, capitone vivo per lei. Prime indiscrezioni sui provvedimenti del governo #Monti. http://t.co/8ov9eYQz #sapevatelo	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
141256103932600320	Avvincente la nomina dei sottosegretari del governo Monti. Che tanto mica abbiamo problemi più seri...noooo, noooooo...	VRAI	IMPLICIT	EUPHEMISM	Sentipolc14
141593292960825344	Mario Monti....la mia è una disponibilità generosa per guidare il governo.....quanto ci costa questa generosità? 20mila o 30mila al mese?	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
141836821767262208	Egregio Professor Monti, pagherò volentieri la tassa sui cani che mantengo a casa, se mi toglierà la tassa sui maiali che mantengo a Roma...	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
142282437941133313	Questo non è un paese per giovani. Avrei voluto che la prima riforma del governo #Monti fosse stata quella del lavoro, non delle pensioni.	VRAI	EXPLICIT	OTHER	Sentipolc14
142339380147798016	Brunetta sostiene di tornare a fare l'economista, Mario Monti terrorizzato progetta di mollare tutto ed aprire un negozio di pescheria	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
142662630774022145	Mario Monti spiegherà le riforme prima a Porta a Porta e poi in Parlamento http://t.co/XYau6k5z	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
142855240771829760	Professor #Monti pare che per trovare #equità nella #manovra ci sia bisogno di una lente d'ingrandimento... dov'è la #crescita ?	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
142903009704284161	Sono ricco, ma solo per il Governo Monti... Purtroppo	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
143393513910960128	Ma se il governo monti è ostaggio di una politica stantia e di una maggioranza trasversale di inette testedicazzo che cazzo ce sta a fa?	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
143408537404583936	TAGLI AI POLITICI? MA DOVE? GOVERNO MONTI, SPARATI!	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
143421718227206144	Qualche volta se piove merda e qualcuno deve metterci un ombrello e chi chiamerai? #Mario #Monti	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
143423480241729536	@SerenellaM: Giarda è il Wolf del governo #Monti: corregge gli erroriil ministro orecchione e occhialone	VRAI	EXPLICIT	ANALOGY	Sentipolc14
143423553130344450	Lo so, è cattivo e ininfluente, ma il governo Monti é composto da brutta gente, brutti più della malattia. Saranno bravi eh, ma brutti	VRAI	IMPLICIT	ANALOGY	Sentipolc14
143837270343036928	CARO MARIO MONTI, VAI DA VESPA A FIRMARE ANCHE TU'?	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
144018850130825216	#Scilipoti sta manifestanto davanti alla Camera contro il limite di utlizzo dei contanti deciso dal governo Monti. Non è uno scherzo. Giuro	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
144035543322329088	Tra le decisioni del governo Monti aumento della benzina di 10cent e del gasolio di 12cent da gennaio. Siete contenti ITALIOTI ?	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
144155627248287744	#Ballarò Maroni rimprovera il governo monti di fare cassa, mi chiedo dove stesse quando con quattro manovre hanno fatto cassa e scasso	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
144157045615104000	che simpatica la Gelmini! Il governo #Monti prosegue quello che aveva iniziato il governo Berlusconi nei 3 anni precedenti! Ma infatti!	VRAI	EXPLICIT	ANALOGY	Sentipolc14
144189212541988866	L'UNICO PRELIEVO CHE MANCA AL GOVERNO MONTI, E' QUELLO DEL SANGUE!	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
144343695003619328	Pare che il governo Monti, nella sua sobrietà e pacatezza, invierà a tutti un buono omaggio per l'acquisto di una confezione di crema Luan	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
144373653549744128	Toh, il governo #Monti piace più della scorsa settimana. Che è successo? La Bilderberg ha truccato i sondaggi? http://t.co/oVihZWwP	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
144919466491392000	Un manifestante #NoTav chiede a Cicchitto cosa farebbe il #PDL se il governo #Monti toccasse le TV di Berlusconi... KABOOM! #PiazzaPulita	VRAI	IMPLICIT	ANALOGY	Sentipolc14
145265841141854209	Nella lista del #sacrificio il governo Monti ha (casualmente) lasciato fuori anche la Chiesa oltre gli Onorevoli , @MaxNapolitano eh?	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
145459045271207936	Ballo Musica Arte Sport e Arredo: Manovra finanziaria Governo Monti http://t.co/tGwZFzbB	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
145653380931530752	Trovato l'ispiratore delle ricette del governo Monti: Bisogna prendere il denaro dove si trova. Presso i poveri.... http://t.co/sh54bMiN	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
145906394942554112	quand'è che Mario #Monti in treno non farà più notizia? #mobbastaveramenteperò http://t.co/GtMmOT57 via @repubblicait	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
146153000098996224	NOI TIREREMO DIRITTO..chi lo ha detto?Mussolini?No.Il governo Monti.	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
146306463130849280	: abbiamo voluto la bicicletta (il Governo Monti), ed ora si deve pedalare...	VRAI	EXPLICIT	ANALOGY	Sentipolc14
146370619523608576	Ballo Musica Arte Sport e Arredo: Manovra finanziaria Governo Monti http://t.co/tGwZFzbB	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
146631909219381248	Un altro prodigio del governo Monti: imposta bollo sui conti correnti,34 euro di tassa sui conti correnti. #MANOVRA #monti #tasse	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
146635452315742209	Governo Monti crolla sulle liberalizzazioni. Taxisti-Monti 1-0. La Lagrimosa Elsa si sgonfia sulle pensioni. Trilateral out.	VRAI	EXPLICIT	ANALOGY	Sentipolc14
146653940400918528	@PaoloGentiloni di equità non se vede per niente. Colpiti tutti senza distinzioni. Complimenti al professor Monti.	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
146665825087131648	c'é solo una cosa peggiore degli stipendi d'oro della politica; i servizi del #tg5 indignato, come se ci fossero solo col governo #monti.	VRAI	EXPLICIT	ANALOGY	Sentipolc14
146686736771198976	Il governo Monti: un bel ragazzo che si spaccia per grande seduttore, lasciando poi con l'amaro in bocca dopo una eiaculazione precoce #fb	VRAI	EXPLICIT	ANALOGY	Sentipolc14
147003932600840192	Governo Monti, tu Ci SMONTI!. By Luigi	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
147024361302405120	Nuovo post sul mio blog: Il governo Monti si può mandare anche a Monte! http://t.co/viuanqG8	VRAI	EXPLICIT	OTHER	Sentipolc14
147028712162983936	Non aspettare che il Governo Monti prenda anche i tuoi regali di Natale... Corri da noi, e potrai trovare IDEE REGALO a partire da 10€...	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
147316822725763072	Governo Monti, Università,Natale... ij k mal e cap....	VRAI	EXPLICIT	OTHER	Sentipolc14
147336530959142913	La via per uscire dalla crisi per la Bce è a senso unico; la manovra varata dal governo #Monti sembra andare contromano http://t.co/9dsDeqjA	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
147422325275504640	L'unica cosa buona del governo Monti è che non ci sorbiamo più il nano. Adesso però andiamo a votare per favore! #serviziopubblico	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
147645741140156416	Convincetemi che con governo #Monti non stiamo facendo come quelle sette che praticano suicidio di massa. In fiduciosa attesa	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
147668441405472768	Il #governo #Monti arriverà a fine legislatura? #Bossi: Ma siete matti! da che pulpito,infatti siamo noi a credere che esiste la #PADANIA	VRAI	EXPLICIT	ANALOGY	Sentipolc14
147702931859312640	Ferrero: BERLUSCONI CI HA PORTATO SULL'ORLO DEL BARATRO, COL GOVERNO MONTI PER FARE UN PASSO IN AVANTI! . Ormai... http://t.co/pulwWJvy	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
147772088189583360	#specialecamera ma l'età media del governo Monti qual è? ;) #spazioaigiovani	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
147787916339458048	Mario Monti per la manovra ha chiesto tempo al Tempo, ma il Tempo gli ha risposto Non ne ho più . E lui si è incazzato #supermario	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
148695984925442048	Kim Jong é morto. Come nuovo Premier, si parla insistentemente di Mario Monti	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
149221519556485120	Napolitano difende il governo Monti? Ci mancherebbe, lo ha fatto lui!	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
150172396597428224	la politica sulla crescita del governo Monti è più criptica degli errori di Windows sul registro eventi.	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
150212448513818624	SI A MONTE MARIO.....NO A MARIO MONTI http://t.co/XVaaX1X9	VRAI	EXPLICIT	ANALOGY	Sentipolc14
150533351890108417	Secondo voi, con quella faccia antipatica, Mario #Monti, si sarà mai divertito nella sua vita?	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
150542635126366208	Storace sarcastico: Spread a 515, bravi a Pd e Pdl : ROMA – ''16 novembre, giura il governo Monti, spread tra t... http://t.co/aaI7Vfzw	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
150964160874815488	Uau mario monti ci fa il regalo dinatale e approda su twitter. Che culo.	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
151310227097133056	@ReteViola: Una perla di ottimismo: Il successo più grande dell'euro è la Grecia (Mario Monti 26 settembre 2001) ...caspita!	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
151691470145982464	al via la fase due del governo #Monti: la risata satanica.	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
151970667489796096	quando penso la governo #Monti mi viene in mente #longanesi e il suo ci salveranno le vecchie zie rileggetelo se potete...	VRAI	IMPLICIT	ANALOGY	Sentipolc14
152348420919672832	Ecco ricordiamoci che prima del governo #Monti ce ne sono stati altri che forse hanno cagato fuori dal vaso. #conferenzastampa	VRAI	EXPLICIT	ANALOGY	Sentipolc14
152385287094407168	In #conferenzastampa Governo Monti inviti al coraggio, equità, sostenibilità: tutte cose che non si mangiano. #hyperfail	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
152465780330606592	Si dorme meglio con il Gran premio di formula 1, come sottofondo, o con la voce di Mario #Monti? E' tosta...	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
152677662530355201	Voi avete qualche notiziuccia fresca sull'armata brancaleone?(governo Monti)	VRAI	EXPLICIT	ANALOGY	Sentipolc14
153448227386040321	#Capodanno di botti... Ma quando entrerà a regime la #manovra del governo #Monti.... altro che botti !	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
153540044920066048	La nuova sala stampa di Palazzo Chigi by Mario Monti e' degna della sala funerali del Cimitero Verano!	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
153787789434028033	Bene, ecco che il governo Monti ci mette anche la tassa sulla botta di culo http://t.co/7N1h9M5I	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
153790458391298048	@BlitzQuotidiano Continua così #Super #Mario #Monti! A breve lavoreremo solo per risanare il PIL! A pranzo e cena veniamo a casa vostra!	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
153798377149177856	Governo #Monti, mirabile esempio di sinergia fra Welfare e Infrastrutture: previsti nuovi ponti per alloggiare gli ex lavoratori.	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
153914160562962432	Rocco Siffredi é arrivato secondo agli Oscar del porno x essersi fatto più donne di tutti ma Mario Monti é arrivato 1mo x essersi in..tutti	VRAI	EXPLICIT	ANALOGY	Sentipolc14
153947566344650752	@juanmjm RIFORMA: una delle tante che i partiti hanno imposto (ahahhha) al Governo Monti. #puttanate #campacavallochelerbacresce	VRAI	IMPLICIT	OTHER	Sentipolc14
153955345411219456	@nataliacavalli Consolati, il governo #Monti ha messo una tassa sulla fortuna. Te non la pagherai mai. @imdade grazie per l'aiuto fratello!	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
154148803140796416	Mario Monti, avresti potuto trasformare in palazzo questo bordello e invece ti sei limitato a ritruccare le battone che lo affollano.	VRAI	EXPLICIT	ANALOGY	Sentipolc14
154222088599769088	Monito di Fassina al governo. #Monti, preoccupato, risponde: Oddio, e mo' questo chi è? http://t.co/4nTehDux via @notapolitica	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
154536137241800705	P.S. per Mario Monti: bisognerebbe ridurre un po' i giorni di ferie... migliorerebbe la qualità della vita di quelli che sono in ufficio...	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
154687382954852355	@Iabicus: È evidente che Calderoli gestisce il personal branding di Mario Monti.	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
154910074035384321	Certo che il professor Monti poteva dare una mano alla moglie in cucina... E che c... #cotechinoelenticchie	VRAI	IMPLICIT	EUPHEMISM	Sentipolc14
156092551424786432	Laura Pausini e poi il presidente del Consiglio Mario Monti @chetempochefa sceglie bene i suoi ospiti!	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
156106882967277568	Ha detto Mario Monti che non bisogna vergognarsi ad esser ricchi. A chiamare un figlio Nathan Falco un poco sì, però eh?	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
156108117900406785	E' un Governo strano: le cose si fanno Come scusi? Dicesi governo #Monti #chetempochefa	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
156282073584381953	@guidomeda: Mario Monti non sa impennare hahaha :D	VRAI	IMPLICIT	ANALOGY	Sentipolc14
156510214139551745	@alerizzo_: Governo Monti, professori in Italia, scolaretti in Europa(#Santanché). Sarà un po' meglio di puttanieri nel mondo? #l'infedele	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
157401406683353088	Fa notizia Mario Monti, sorpreso alla guida senza cintura e al cellulare. Così ci sembra meno grave l'accusa per camorra all'on. Cosentino	VRAI	EXPLICIT	ANALOGY	Sentipolc14
158228453974482945	A rischio il governo Monti, con la #concordia si va a fondo #giglio	VRAI	IMPLICIT	ANALOGY	Sentipolc14
160103675598077953	Cosa intendo fare per i poveri ed i bisognosi? Una beata minchia. Cetto La Qualunque? No Mario Monti	VRAI	EXPLICIT	ANALOGY	Sentipolc14
160426491371462656	il governo #Monti è riuscito a scontentare chi è contro le #liberalizzazioni e chi è a favore. Praticamente un miracolo. #retromarcia...	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
160733198135992320	Mario Monti istituisce per i barboni, l'obbligo di emissione dello scontrino fiscale, in seguito ad eventuale elemosina ricevuta.	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
160989913226035200	La frase di Mario Monti sul gesso da togliere all'economia italiana mi ricorda quelle convalescenze lunghe e tristi...	VRAI	EXPLICIT	ANALOGY	Sentipolc14
161041041422680064	Chi dice che il governo Monti è una primavera ha un'idea approssimativa delle stagioni #assembleasel	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
161456651499618304	al prossimo Cdm il governo #Monti proporrà l'abolizione del valore legale del titolo di studio..continuiamo a dire che è un gran bel governo	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
161727810547888128	Il governo #Monti cerca una soluzione: i diplomatici italiani potranno partecipare a rock-concert nazisti, purché questi siano sobri	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
161733440767655937	Il governo #Monti cerca una soluzione: un diplomatico italiano potrà partecipare a rock-concert nazisti, purché sobri	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
161905206416769024	Il governo #Monti fino ad ora non avrà proprio spaccato ma vedere Feltri e Giannini che flirtano non ha prezzo	VRAI	IMPLICIT	ANALOGY	Sentipolc14
162567340976902144	POI DICONO CHE I MATTI SONO AL MANICOMIO........NO AL GOVERNO MONTI...E' PERICOLOSISSIMO..............!	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
162852940929961984	Uh, per la prima volta dopo secoli Olli Rehn dice qualcosa di positivo sull'Italia. Dobbiamo fare santo Mario Monti...	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
162984935546814464	Se in meno di 2 mesi il governo #Monti ha fatto quello che ha fatto, allora vuol dire che chi c'era prima pensava ad altro, non dico a cosa!	VRAI	IMPLICIT	EUPHEMISM	Sentipolc14
163302001856356352	Amici tranquilli che il 30 % degli italiani e fra le braccai dell'influenza, l'altro 70% risente dell'influenza del governo Monti :-)	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
164066257879048193	I giorni della merla serviranno agli italiani per salutare per sempre quelli della passera. (Mario Monti)	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
164460041406124032	Governo Monti: l' impossibile lo stiamo facendo per i miracoli ci stiamo attrezzando	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
164791396870537216	La meteorologia non è colpa del governo #monti #openMatrix	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
164982871155687425	Mario Monti: Il posto di lavoro fisso è monotono .Adesso Mario, aspettiamo solo che i vostri figli si licenzino e si aggreghino ai nostri...	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
165020429189259264	Da ieri sera Mario Monti e' un senatore a vita monotona	VRAI	EXPLICIT	ANALOGY	Sentipolc14
165020572777058306	Mario Monti....Munnezz #postofisso	VRAI	EXPLICIT	ANALOGY	Sentipolc14
165081097124839425	Credo che Mario Monti abbia dei seri problemi con l'italiano...secondo me si é confuso con la parola utopico piuttosto che monotono!	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
165103199244656640	Mario Monti Presidente del Consiglio: Il posto fisso è monotono . Mario Monti Senatore a vita: Non sono d'accordo . #postofisso	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
165110427586531328	Caro mario #monti, bella battuta questa del #postofisso fa ridere AL CAZZO!	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
165121033630781440	#monotonia sono i #tagli, le #privatizzazioni, gli attacchi ai #diritti del #governo #monti allora #sMONTIamoli http://t.co/s4MsSrko	VRAI	EXPLICIT	OTHER	Sentipolc14
165128029591449600	#mario#monti il posto fisso e' noioso ma alle tue banche bastera' dire questo per prendere un mutuo? #forsel'haisparatagrossa	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
165150142348017664	Fa schifo il posto fisso. Meglio 5 anni di parlamento ed avere la pensione d'oro a vita. Vero signor Mario? #monti	VRAI	EXPLICIT	RHETORICAL QUESTION	Sentipolc14
165226854716940288	mario monti.. senatore a vita..piu posto fisso di cosi'..si muore.#postofisso	VRAI	EXPLICIT	ANALOGY	Sentipolc14
165470310295015425	Con Mario Monti finisce perfino il tempo delle generose cugine pompinare.	VRAI	EXPLICIT	HYPERBOLE	Sentipolc14
186742027868835840	#siamonoi che andremo a vivere sotto i ponti e inaugureremo una generazione dedita alla vita da clochard.	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
186828589658931200	#Grillo scende in politica. Il Papa dichiara di voler fare il calciatore. Bruno vespa fara' la velina.	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
189836067027959808	Martina, sei il genio della lampada. Idea magnifica rimanere alzati fino a tardi sapendo che domani hai l'esame. E per deprimerti, poi. #off	VRAI	IMPLICIT	HYPERBOLE	Sentipolc14
190063144004100097	@vitobrandi ora ti lascio che la giornata in ufficio inizia con una bella riunione. A dopo! Buona giornata!	VRAI	EXPLICIT	OTHER	Sentipolc14
190424590793703425	@ani1202 no no nn sono tutti uguali. 1 su un milione e' diverso :-)) anziché la barba, ha i baffi	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
190785654278459393	Pensa se alla fine di tutto sto casino viene fuori che Borghezio è l'unico onesto	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
191247338344427520	muore qualcuno e improvvisamente tutti si ricordano della sua esistenza. #morosini	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
191834814943469569	(Siete divertenti)Fino a ieri #Grillo e il #M5S non l'avete c..o, ora fa paura, e tutti addosso.	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
191987176660156417	mancano 5.6 milioni di euro... SOLO! http://t.co/1c9gMIDe	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
192045027344646144	\"#Grillo lo voto solo questa volta, tanto non può fare più di tanti danni.\" #erroredrammatico	VRAI	EXPLICIT	EUPHEMISM	Sentipolc14
192233600534593538	@3tt0re davvero conosci OJS? l'uomo del mistero si infittisce... ;) mi picchio perche' ricopro tutti i ruoli, dal manager al proof :-D	VRAI	IMPLICIT	RHETORICAL QUESTION	Sentipolc14
192332524645650432	#Grillo fa i comizi sulle cassette della frutta,mentre alcune del #Pdl li fanno senza cassetta...solo sulle banane. #ballarò @Italialand	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
192571450203451394	Che poi, a guardare bene, l'unica differenza è che #Grillo è delNord, e #Cettolaqualunque del sud. Suv compresi.	VRAI	EXPLICIT	ANALOGY	Sentipolc14
192575468338298880	Di #Grillo apprezzo la profondità di pensiero e i toni pacati, ma ora scusate, vado a fare il bucato con quella palla magica di merda.	VRAI	IMPLICIT	IM:FALSE ASSERTION	Sentipolc14
193008212381937665	@CarloMarulli #Grillo è geniale, ha iniziato facendo la vittima con comizi a pagamento, ora ha messo su un franchising che va ancora meglio.	VRAI	EXPLICIT	ANALOGY	Sentipolc14
193015379386302464	@Davide33 L'invenzione di Berlusconi: Ci saranno 2 PDL uno classico, uno zero corrotti. Si uniranno dopo le elezioni! http://t.co/vTE7YOWP	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
193073343069552640	#serviziopubblico Grazie a #Renzi e #Grillo sono arrivato al record di ascolto di trasm. politiche negli ultimi tempi... ben 7' di dialoghi!	VRAI	EXPLICIT	EX:OXIMORON PARADOX	Sentipolc14
193078921359659008	Io a #Grillo chiederei una cosa sola: ma i vestiti li lavi ancora con la biowashball? (Magari è il motivo per cui non rilascia interviste).	VRAI	EXPLICIT	EX:CONTEXT SHIFT	Sentipolc14
193096322604220418	Immagino che #Grillo voglia farci uscire dall'Euro per tornare alla Dracma.	VRAI	EXPLICIT	ANALOGY	Sentipolc14
